title,context
"정일영 더불어민주당 후보, 합동 유세로 교육 민심 잡는다","홍영표, 신동근 의원과 함께 교육 정책 강조(제공=정일영 더불어민주당 후보) 인천=베타뉴스] 김성옥 기자=정일영 더불어민주당 후보는 10일 오후, 홍영표, 신동근 의원과 함께 지역 민심을 다잡기 위해 주거 밀집 지역인..."
"[영상] 거리 유세하는 더불어민주당 서울 강남구을 국회의원 후보 전현희 ""주...",전현희 더불어민주당 서울 강남구을 국회의원 후보가 13일 서울 강남구에서 거리를 돌아다니며 시민들을 만나 지지를 호소하고 있다. 2020.04.13 일요서울TV
"더불어민주당 대전시당 vs 미래통합당 대전위기극복선거대책위원회, 막말 및 ...","21대 총선을 불과 이틀 남겨 놓고 각 당이 막판 총력전에 나선 가운데, 더불어민주당 대전시당(위원장 조승래, 이하 더불어민주당)과 미래통합당 대전위기극복선거대책위원회(이하 미래통합당)가 상대방의 막말과..."
유세하는 민병덕 더불어민주당 안양 동안갑 후보,"남승진 기자, 제21대 국회의원선거 안양 동안갑 선거구에 출마한 민병덕 더불어민주당 후보가 13일 관양동 일대 인근에서 거리유세를 했다. 민병덕 후보는 “지난 10년 정성껏 유권자와 소통하며 준비해왔다”며..."
[포토]고민정 더불어민주당 광진을 후보 지켜보는 유권자들,고민정 더불어민주당 광진을 후보가 13일 오후 서울 광진구 건대입구역 사거리에서 선거유세를 하고 있다. 방인권
[포토]고민정 더불어민주당 광진을 후보에 몰려든 유권자들,"고민정 더불어민주당 광진을 후보가 13일 오후 서울 광진구 건대입구역 사거리에서 선거유세를 마친 뒤, 시민들과 기념촬영을 하고 있다. 방인권"
[포토]선거유세하는 고민정 더불어민주당 광진을 후보,고민정 더불어민주당 광진을 후보가 13일 오후 서울 광진구 건대입구역 사거리에서 선거유세를 하고 있다. 방인권
"미래통합당 “더불어민주당, ‘여성비하 논란’ 김남국 후보 제명하라”","더불어민주당 김남국 후보가 과거 참여했던 팟캐스트에서의 여성 비하 논란에 휩싸이자, 미래통합당이 김 후보의 즉각적인 제명을 요구하고 나섰다. 임윤선?통합당?선거대책위원회 상근대변인은 13일 논평을 통해..."
지지 호소하는 고민정 더불어민주당 후보,
발언하는 전혜숙 더불어민주당 후보,
[포토]고민정 후보 손 번쩍 든 이낙연 더불어민주당 상임선대위원장,"이낙연 더불어민주당 상임공동선대위원장이 13일 오후 서울 광진구 건대입구역 사거리에서 전혜숙 광진갑 후보, 고민정 광진을 후보 지원 유세를 마친 뒤, 고민정 후보의 손을 번쩍 들고 있다. 방인권"
[포토]어린이들과 기념촬영하는 이낙연 더불어민주당 상임선대위원장,"이낙연 더불어민주당 상임공동선대위원장이 13일 오후 서울 광진구 건대입구역 사거리에서 전혜숙 광진갑 후보, 고민정 광진을 후보 지원 유세를 마친 뒤, 어린이들과 기념촬영을 하고 있다. 방인권"
[포토]사인해주는 이낙연 더불어민주당 상임선대위원장,"이낙연 더불어민주당 상임공동선대위원장이 13일 오후 서울 광진구 건대입구역 사거리에서 전혜숙 광진갑 후보, 고민정 광진을 후보 지원 유세를 마친 뒤, 시민들의 요구에 사인을 해주고 있다. 방인권"
[포토]시민과 셀카찍는 이낙연 더불어민주당 상임선대위원장,"이낙연 더불어민주당 상임공동선대위원장이 13일 오후 서울 광진구 건대입구역 사거리에서 전혜숙 광진갑 후보, 고민정 광진을 후보 지원 유세를 마친 뒤, 시민들의 요구에 셀카를 찍고 있다. 방인권"
[포토]시민들에게 둘러싸인 이낙연 더불어민주당 상임선대위원장,"이낙연 더불어민주당 상임공동선대위원장이 13일 오후 서울 광진구 건대입구역 사거리에서 전혜숙 광진갑 후보, 고민정 광진을 후보 지원 유세를 마친 뒤, 이동하고 있다. 방인권"
"더불어민주당 광주광역시당, '세월호 참사 6주기, 잊지 않고 기억하겠습니다'","""더불어민주당은 국민과 함께 6년 전 그날의 아픔을 잊지 않고 기억할 것이며, 반드시 진실을 밝히고 책임자를 처벌할 수 있도록 최선을 다하겠다.""고 더민주 광주시당은 13일 보도자료를 통해 밝혔다. 민주당 광주시당은..."
"송가인, 특정 정당 지지 논란 해명 “더불어민주당·이병훈 후보와 정치적 연...",더불어 송가인은 더불어민주당 이병훈 후보(광주 동구남동을)과 함께 찍은 사진도 이목을 집중시켰다. 이 후보가 자신의 블로그를 통해 송가인과 함께 찍은 사진을 공개했고 송가인 역시 이 후보의 책 ‘더불어 사는 경제...
대덕구 박영순 후보에 힘 실어주는 더불어민주당 현역 의원들,더불어민주당 현역 국회의원들이 13일 대전 대덕구 신탄진 시장 앞에서 대덕구에 출마한 박영순 후보 지원 유세를 펼치고 있다. token77@
[포토] 선거유세하는 더불어민주당 장경태 후보,제21대 국회의원선거 서울 동대문구을에 출마한 더불어민주당 장경태 후보가 13일 오후 서울 동대문구 장안동사거리 앞에서 열린 선거유세에서 시민들에게 지지를 호소 하고 있다.
"더불어민주당 김민석 후보의 심각한 도덕적 해이, 개탄스럽다. [선대위 정연국...",다름 아닌 더불어민주당 서울 영등포을 김민석 후보다. 김 후보는 지난 2007년과 2008년 지인에게서 7억2천만 원의 불법 정치자금을 받은 혐의로 2010년 벌금 6백만 원과 추징금 7억2천만 원을 선고받았다. 피선거권이 회복된...
"더불어민주당 김남국 후보, ‘여성 비하’ 논란 “n번방과 뭐가 다르냐”","▲ CNB저널, CNBJOURNAL, 씨앤비저널, 문화경제 미래통합당 경기 안산단원을에 출마한 박순자 후보가 13일 오전, 서울 여의도 국회 소통관에서 더불어민주당 김남국 후보가 성적 비하 팟캐스트에 수차례 출연했다고 주장하고..."
"더불어민주당 대전 현역 의원들, 대덕구 박영순 후보 지원 유세",더불어민주당 현역 국회의원들이 13일 대전 대덕구 신탄진 시장 앞에서 대덕구에 출마한 박영순 후보 지원 유세를 펼치고 있다. token77@
"더불어민주당의 고질적 노인폄하 행태, 제2의 정동영 ‘김한규’ 후보를 당장...","노인 폄훼 더불어민주당답게 이번에는 강남(병) 김한규 후보가 나섰다. ""60대, 70대는 투표 안해도 괜찮아요."" 라는 발언으로 홍역을 치렀던 과거 정동영에 이어 김 후보가 제2 정동영으로 자리매김할 모양새다. 어제(12일)..."
더불어민주당은 김남국 후보를 즉각 제명하라. [선대위 임윤선 상근대변인 논...,"아무리 내로남불과 남탓이 더불어민주당의 특기라지만, 이제 막 정치에 발을 들인 김남국 후보가 이리도 빨리 그 당의 구태를 체득했을지는 몰랐다. ? 어쩜 이리도 뻔뻔할 수도 있는가. ? ‘성인지 감수성’ 운운하며..."
(논평) 주식회사 더불어민주당의 ‘프랜차이즈 정치’를 심판해야 한다,주식회사 더불어민주당의?‘프랜차이즈 정치’를 심판해야 한다우리 국민은 이번 총선을 통해 목불인견의 현상을 바라보고 있다. 온갖 정의와 공정을 부르짖지만 뒤로는 기득권 수호를 위한 명분에만 집착하는...
서울시의회 더불어민주당 4.16 세월호 참사 6주기 4월 그날 다시 한 번 기억하...,"서울시의회 더불어민주당(김용석 대표의원, 도봉1)은 오는 16일로 6회를 맞는 세월호 사고 희생자들과 유가족에게 진심어린 위로의 말씀을 전한다고 13일 밝혔다. 서울시의회 더불어민주당 신정호 공보부대표는 이날..."
더불어 민주당 호남권선거대책위원장 이개호 후보…사용후 핵연료 지역자원 시...,21대 국회에서 지방세법 개정…원전 내 보관중인 고준위 방사성폐기물…지역자원 시설세·관철 더불어 민주당 호남권선거대책위원장 이개호(담양·함평·영광·장성지역) 국회의원 후보가 “원전 내에 보관중인 사용 후...
"[총선]더불어민주당 이인영 원내대표, 괴산 방문 곽상언 후보 지원","▲ 더불어민주당 이인영 원내대표가 괴산을 찾아 곽상언 후보 지지를 호소했다. (C) 임창용 기자 13일 오후, 곽상언 후보(보은ㆍ옥천ㆍ영동ㆍ괴산)에게 힘을 실어주고자 더불어민주당 이인영 원내대표가 괴산을 찾았다...."
"목포대, 더불어민주당 정략적 동남권 의대 추진 규탄",목포대학교 대학본부 전경.(사진제공=목포대학교) [아시아뉴스통신=고정언 기자]국립 목포대학교는 더불어민주당의 정략적인 전남 동남권 의대추진 움직임을 규탄하며 정상적인 정책 추진 절차를 통해 조속히 목포대...
더불어민주당 경기 의정부시을 캠프 인사의 금품 제공 사건에 대한 신속한 진...,더불어민주당 소속 경기 의정부시의회 안지찬 의장이 지난 11일 선거구민 2명에게 금품을 제공했다는 것이다. ? 안 의장에게 금품을 받은 지역주민이 ‘돈을 받았기 때문에 김민철 후보에게 투표하겠다’는 취지의 발언을...
"더불어 민주당 대구선대위, 불법선거감시체제 강화",더불어 민주당 대구시당 선거대책위원회가 대구선대위 공명선거감시단 인원을 대폭 확대해 불법선거감시체제 강화에 나선다고 13일 밝혔다.더불어 민주당 대구시당 선거대책위원회가 이틀 남은 선거기간 발생할 수 있는...
중부3군 어린이집 원장단 더불어민주당 임호선 후보 간담회,"더불어민주당 임호선후보 진천 선거연락소에서 윤비룡 충청북도 어린이집연합회 회장과 증평 ,진천, 음성 어린이집 원장단 60여 명이 참석한 가운데 13일 간담회가 열렸다. 윤비룡 회장은 국가차원의 저 출산 대책과..."
[기자회견문] 더불어민주당-더불어시민당 (강병원-양경숙) 공동기자회견 (202...,안녕하십니까?더불어민주당 서울 은평구을 국회의원 후보 강병원입니다. 더불어시민당 비례대표 후보 양경숙입니다. 코로나19로 전 세계 경제에 빨간불이 켜졌습니다. 한국경제 역시 내수가 침체되고 세계경제에 직접적인...
[NW포토]두 팔 들어올린 문명순 더불어민주당 고양갑 후보,4·15 제21대 총선 경기 고양갑 지역구에 출마한 문명순 더불어민주당 후보가 13일 오전 경기도 고양시 덕양구 원당역 앞에서 출근길 선거유세를 하고 있다. Leo2004@
합동 유세 펼치는 더불어민주당 성남 지역 후보들,"윤영찬 더불어민주당 성남시중원구 후보(왼쪽부터), 김병욱 성남시분당구을 후보, 김병관 성남시분당구갑 후보, 김태년 성남시수정구 후보가 13일 경기도 성남시 분당로 분당구청 앞에서 민주당 성남 4개지역 후보..."
[포토] 박영순 후보 지원 나선 더불어민주당 대전시 후보들,4.15 총선을 이틀 앞둔 9일 더불어 민주당 대전시 후보들이 신탄진 시장을 찾아 유권자들에게 대덕구 박영순 후보 지원 유세를 펼치고 있다. 빈운용 대전일보 기자 &lt;저작권자ⓒ대전일보. 무단전재-재배포 금지&gt;
"[노컷브이]정봉주-손혜원, 더불어민주당 향해 ‘필터링 없는’ 발언 쏟아내","열린민주당 창당을 주도한 정봉주·손혜원 열린민주당 최고위원이 더불어민주당을 향해 나란히 날을 세웠다. 정 최고위원은 12일 유튜브 채널 ‘BJ TV’ 라이브 방송 중 “이씨, 윤씨, 양씨…당신들이 나를 시정잡배..."
"더불어민주당 완주군지역 지방의원 9명, 안호영 후보 총선승리 위해 최선",더불어민주당 안호영 완진무장 국회의원 후보./아시아뉴스통신DB 전북 완주군지역 도의원 2명과 군의원 7명이 4.15총선에 도전한 더불어민주당 안호영 후보의 총선승리를 위해 최선을 다하겠다며 유권자들에게 지지를...
"한국예총, 더불어민주당 허영 후보에 국민문화예술후보 인증서 수여","""문화예술창작지원 및 국민 문화향유권 공약 반영"" 한국예술문화단체총연합회(회장 이범헌, 이하 한국예총)은 4.15 총선을 앞두고 지난 11일(토) 오전 춘천갑 더불어민주당 허영 후보 선거사무실에서 국민문화예술후보..."
4ㆍ15 총선 천안갑 더불어민주당 문진석 후보 '지지세 확대' 총력 나서,4ㆍ15 총선 천안 갑 더불어민주당 무진석 후보(사진)는 13일 시민사회단체들과 정책 협약을 체결하고 한편으로는 지지 선언과 중앙당 지원 유세를 통해 막판 지지세 확대에 총력을 다하고 있다. 문 후보는 13일 보도자료를...
"더불어민주당 선거 막바지 경북 접전지에 화력 집중, 이낙연 공동선대위원장 ...","13일 이낙연 더불어민주당 공동선대위원장(오른쪽 두번째)이 구미를 찾아 인동동 버스정류장에서 장세호 고령·성주·칠곡 후보(왼쪽), 김철호 구미갑 후보(왼쪽 두번째), 김현권 구미을 후보(오른쪽)에 대한 지원 유세를..."
더불어민주당 정의당 등 후보 사회적경제 기본법 제정약속,"이번 질의에는 제주시갑 선거구의 경우 송재호 더불어민주당 후보, 고병수 정의당 후보, 박희수 무소속 후보가 응답했다. 제주시을에서는 오영훈 더불어민주당 후보가, 서귀포시 선거구는 위성곤 더불어민주당 후보가..."
시장 상인들 만나는 서영교 더불어민주당 후보,
"서영교 더불어민주당 후보, '1번!'",
"서영교 더불어민주당 후보, ""사랑합니다!""",
시장상인들 만나는 서영교 더불어민주당 후보,
팔꿈치 인사하는 서영교 더불어민주당 후보,
상인과 주먹인사하는 서영교 더불어민주당 후보,
시민들과 인사나누는 서영교 더불어민주당 후보,
어린아이와 인사 나누는 서영교 더불어민주당 후보,
"[총선]이원택 더불어민주당 김제부안 후보, 선거 종료 하루 앞두고 막판 지지...",이원택 더불어민주당 김제·부안 국회의원 후보가 공식 선거운동기간 종료를 하루 앞두고 막판지지를 호소했다. 이원택 후보는 13일 “코로나19 정국에서 주민들의 응원과 격려로 여기까지 올 수 있었다.”며 “주민과 함께...
[4·15] 민주당 홍성국 '더불어 잘사는 한솔·새롬·도담 플랜' 발표,"홍성국 더불어민주당 세종갑 후보 더불어민주당 세종갑 홍성국 후보가 '더불어 잘 사는' 한솔·가람동, 새롬·다정·나성동, 도담·어진동 플랜을 지역공약으로 발표했다. 먼저 한솔·가람동 지역에 ▲가람동IC 설치..."
더불어민주당·미래통합당 지도부도…'막판 표심 잡기'?,21대 국회의원 선거를 앞둔 13일(월) 더불어민주당과 미래통합당 지도부가 지원 유세를 위해 청주를 찾는다. 더불어민주당 충북도당은 이인영 더불어민주당 공동선거대책위원장이 △이장섭 서원구 후보 △정정순 상당구...
[총선] 더불어민주당 이인영 원내대표 청주지원유세” 정쟁없는 국회 만들어달...,2일 남은 4.15총선에 기선을 잡기 위한 여·야 수뇌부의 총력전이 이어지고 있다.더불어민주당 구로에 출마한 이인영 원내 대표는 12일 오전 11시 서원구 이장섭 후보의 지원 유세를 마치고 11시 30분 상당구 육거리시장에서...
"정봉주가 더불어민주당 핵심 인사들을 ""짐승만도 못하다""며 비판했다가 사과했...",열린민주당 최고위원이자 공동선거대책위원장인 정봉주 전 의원이 더불어민주당의 핵심 인사들을 원색적 표현으로 비난해 논란이 일었다. 정 전 의원은 하루 만에 사과했지만 민주당과 비례대표 연합정당인 더불어시민당...
"막말의 DNA 더불어민주당, 그들은 변하지 않았다 [선대위 정연국 상근수석대변...",게다가 당 차원의 조치나 대국민 사과를 시행한 미래통합당과 달리 더불어민주당은 제대로 된 징계 한 번 없었다. 막말과 실언으로 국민을 상처주고서도 반성은 커녕 사과도 없다. 오히려 해학 풍자였다고 해명하거나...
"[NW포토]박순자 미래통합당 후보, ‘섹드립’ 여성 비하 김남국 더불어민주당...",박순자 미래통합당 안산단원을 국회의원 후보가 13일 오전 서울 여의도 국회 소통관에서 같은 지역구에 출마한 김남국 더불어민주당 후보가 지난해 ‘팟캐스트’에서 연애·성 관련 여성을 비하했다며 후보직 사퇴를...
"서울시의회 더불어민주당, 4.16 세월호 참사 6주기 위로 전달","서울시의회 더불어민주당(김용석 대표의원, 도봉1)은 오는 16일 세월호 참사 6주기를 맞아 사고 희생자들과 유가족에게 진심어린 위로의 말을 전했다. 더불어민주당은 ""세월호 참사 이후 더욱 성숙해진 국민들은 새로운..."
"더불어민주당 진주시을 지역위원회, 강민국 통합당 후보 5대 의혹 고발장 제출","더불어민주당 진주시을 지역위원회, 강민국 통합당 후보 5대 의혹 고발장 제출 미래통합당 경남 진주시을 지역구 강민국 국회의원 후보의 허위사실 공표 의혹과 관련한 고발장이 검찰에 접수됐다. 한경호 더불어민주당..."
"정의당 김해갑 하대용 후보, “더불어민주당 민홍철, 통합당 후보와 다를 것 ...","정의당 김해갑 하대용 후보, “더불어민주당 민홍철, 통합당 후보와 다를 것 없어” 오는 4.15총선에서 정의당 김해갑에 출사표를 던진 하대용 후보는 SNS와 유세에서 “경제정의실천시민연합(이하 경실련)에서 민홍철..."
"더불어민주당 “통합당, 음해 가짜뉴스 책임 물을 것”","4·15총선을 이틀 앞둔 시점, 더불어민주당을 향한 미래통합당의 ‘네거티브’ 공격이 가열되면서 더불어민주당도 미래통합당 비판에 날을 세우고 있다. 13일 정계에 따르면 이해찬 대표는 이날 서울 용산 강태웅..."
"김진애 후보 ""더불어민주당 큰 바다에서 다시 만날 것""","김 후보는 ""열린민주당은 큰 바다에서 다시 만날 것을 확신해 더불어민주당 언제나 기다리고 있다""며 ""문재인 정부 성공위해 지지를 호소한다""고 밝혔다. 2020.4.13/뉴스1"
"열린민주당 ""더불어민주당, 큰 바다에서 다시 만날 것을 확신해""","김 후보는 ""열린민주당은 큰 바다에서 다시 만날 것을 확신해 더불어민주당 언제나 기다리고 있다""며 ""문재인 정부 성공위해 지지를 호소한다""고 밝혔다. 2020.4.13/뉴스1"
서귀포 더불어민주당 후보 캠프서 행패 40대 입건,서귀포경찰서는 더불어민주당 위성곤 후보 선거사무소에서 집기를 부수는 등 행패를 부린 혐의로 40대 남성을 붙잡아 조사하고 있습니다. A 씨는 어젯밤 11시 반쯤 술을 마시고 위 후보 선거사무소를 찾아가 위...
또 다시 “어르신들은 투표장에 가지 말라”는 더불어민주당. 국민이 심판할 ...,"하다하다 이번에는 우한코로나19까지 이용하고 있는 더불어민주당이다. 서울 강남 병에 출마한 더불어민주당 김한규 후보의 캠프관계자가 오픈채팅방에 “부모님이나 어르신들이 2번 후보에게 마음이 있다면, 투표를 안..."
시민당 김병주·민주당 이삼걸 '더불어 원팀 7개 공약' 발표,"더불어민주당 안동·예천 이삼걸 후보와 더불어시민당 김병주 후보가 13일 예천군청 브리핑룸에서 '더불어 원팀 공약' 공동 기자회견을 하고 있다. 왼쪽부터 더불어시민당 김병주 후보, 더불어민주당 이삼걸 후보..."
"더불어민주당-시민당, 서울 공동 정책·공약 발표","제21대 총선 용산구 더불어민주당 강태웅 후보(왼쪽부터), 인규백 서울 상임선대위원장, 우희종 상임선대위원장, 이해찬 대표가 13일 서울 용산구 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동..."
"용산, 더불어민주당 강태웅 후보와 미래통합당 권영세 후보",제21대 국회의원 선거 용산구에 출마하는 강태웅(왼쪽) 더불어민주당 후보와 권영세 미래통합당 후보가 13일 서울 용산구 용문시장과 보광동 일대에서 선거유세를 하고 있다. 2020.04.13. misocamera@newsis.com...
더불어민주당-더불어시민당 합동 선거대책위원회,제21대 국회의원 선거를 이틀 앞둔 13일 서울 용산구 강태웅 후보자 선거사무소에서 '더불어민주당-더불어시민당 합동 선거대책위원회' 회의가 열리고 있다.
더불어민주당 부산선대위 공명선거추진단 부정선거 감시 돌입,4.15 총선이 이틀 앞으로 다가온 가운데 더불어민주당 부산선거대책위원회 공명선거추진단이 72시간 부정선거 감시활동에 돌입한다. 더불어민주당 부산선대위 공명선거추진단(박창식 단장·전 사하경찰서장)은 13일 오전...
"광주전남시민단체, ""정부와 더불어민주당은 방사광가속기로 호남 우롱하지 말...","오늘경제 호남 방사광가속기 설치 촉구 범시민 연합(가칭)이 13일 연대 성명을 내고 ""정부와 더불어민주당은 방사광가속기로 호남을 우롱하지 말라""고 경고하고 나섰다. 이들의 주장은 국가균형발전 차원에서..."
"[진안군수 재선거]전춘성 더불어민주당 후보, 가족 선거 운동 눈길",전춘성 더불어민주당 진안군수 후보 가족들의 선거운동이 눈길을 끌고 있다. 아들 전천후(29)군은 자전거 홀로 투어로 아버지 전춘성 후보를 돕고 있다. 전천후 군은 “코로나로 인해서 상가방문이나 대면접촉이 어려운...
"더불어민주당 대전시당, 원도심 출마 후보들 적극 홍보","더불어민주당 대전시당(위원장 조승래, 이하 시당)이 원도심에 출마한 후보들을 적극 홍보하고 나섰다. 시당은 13일 최영석 대변인 명의로 '대전의 새로운 도약과 변화를 이끌 더불어민주당 원도심 삼총사, 선택하면..."
"[논평] 정우식 선대위 대변인, '국민들은 더불어민주당 리스크에 우려한다.'","국민들은 더불어민주당 리스크에 우려한다. 김남국 더불어민주당 단원을 후보의 ‘여성비하’, ‘성희롱’ 논란이 뜨겁다. 내용인 듯 지난해 수차례 출연했던 팟캐스트 ‘쓰리연고전’에서 발언이 문제가 된 것이다...."
"[총선]임정엽 완주진안무주장수 후보, ""안호영 더불어민주당 후보 지난 총선 ...",제21대 국회의원 선거 전북 지역 완주진안무주장수 더불어민주당 안호영 후보에게 악재가 터졌다. 지난 20대 총선에서 불거진 1억3천만원 관련 보좌진 녹취 내용이 나왔다. 무소속 임정엽 후보는 13일 전북도의회에서...
지지 호소하는 김성곤 더불어민주당 후보,제21대 국회의원 선거 서울 강남갑에 출마한 김성곤 더불어민주당 후보가 13일 오전 서울 강남구청 앞에서 지지를 호소하고 있다. 2020.4.13/뉴스1
시민들에게 지지 호소하는 김성곤 더불어민주당 후보,제21대 국회의원 선거 서울 강남갑에 출마한 김성곤 더불어민주당 후보가 13일 오전 서울 강남구청 앞에서 지지를 호소하고 있다. 2020.4.13/뉴스1
제주 서귀포시 더불어민주당 후보 사무실 컴퓨터 훼손 40대 입건,제주 서귀포시 위성곤 더불어민주당 후보 캠프 사무실에서 난동을 부린 40대가 경찰에 붙잡혔다. 서귀포경찰서는 서귀포시 동홍동 위 후보 사무실에 있는 컴퓨터를 파손한 혐의(재물손괴)로 40대 A씨를 입건했다고 13일...
더불어민주당-더불어시민당 합동 선거대책회의 모두발언,"더불어민주당-더불어시민당 합동 선거대책회의 모두발언 ? □ 일시 : 2020년 4월 13일(월) 오전 10시□ 장소 : 더불어민주당 서울 용산구 강태웅 후보자 선거사무소(서울 용산구 한강대로 257, 9층) ? ■ 이해찬 상임선대위원장..."
"[포토] 더불어민주당-더불어시민당, 서울공동 정책·공약 발표문",13일 오전 서울 용산구 강태웅 후보자 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에서 안규백(왼쪽 세번째) 더불어민주당 서울 상임선거대책위원장과 우희종 더불어시민당...
[브리핑] 21대 총선 막말정치 퇴출하는 국민의 선택 / 더불어민주당 김남국 후...,"21대 총선 막말정치 퇴출하는 국민의 선택 / 더불어민주당?김남국 후보 관련 / 미래통합당 김진태 후보 측, 세월호 현수막 훼손 관련 (정호진 선대위 대변인) 일시: 2020년 4월 13일 오전 11시 47분 장소: 국회 소통관 ■ 21대..."
"삐뚤어진 성인식으로 가득찬 더불어민주당, 그들에게 우리 국회를 맡길 수 없...","2012년 총선을 앞두고 ‘美 라이스 장관을 강X해서 죽이자’, ‘피임약을 최음제로 바꿔서 팔자’? 등 여성비하와 저질막말로 전 국민을 경악하게 했던 김용민의 악몽이 되살아나는 듯하다.더불어민주당 경기 안산단원을..."
"민주당 ""비례도 더불어"" 발언해놓고…선거법 위반 논란일자 ""삭제해달라""","김영주 후보 ""지역구도 더불어 찍고, 비례도 더불어 찍자"" 선거법은 다른 정당을 위한 선거운동 금지 규정 선관위 ""법위반여부 최종판단까지 시간걸릴 수 있어"" 김영주 더불어민주당 영등포갑 후보가 비례연합정당인..."
"더불어민주당 용인시갑 오세영 후보, 전국환경노동자총연대 공식 지지 후보 협...","오세영 더불어민주당 용인시갑 국회의원 후보가 지난 12일 전국환경노동자총연대(의장 박영석)와 공동 협약식을 가지고, ‘노동존중 실천 국회의원 후보자’로써 공식 지지하는 후보가 되었다고 밝혔다. 오 후보는..."
이낙연 더불어민주당 공동선대위원장 포항 지원 유세,"김진호?기자?=?이낙연?더불어민주당?상임공동선대위원장이?13일?오전?경북?포항시청?앞에서?포항남울릉?허대만?후보,?포항북?오중기??후보와?함께?지원?유세를?하고?있다."
[서울포토]더불어민주당-더불어시민당 합동 선거대책위원회,더불어민주당 이해찬 상임선대위원장과 더불어시민당 우희종공동대표가 13일 오전 서울 용산구 강태웅 후보자 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회를 가졌다. 2020.4.13 김명국선임기자
"[사진]더불어민주당-더불어시민당, 합동 선거대책위원회","더불어민주당 이해찬(왼쪽 세번째), 더불어시민당 우휘종 상임선대위원장 등 참석자들이 13일 오전 더불어민주당 서울 용산구 강태웅 후보자 선거사무소에서 '더불어민주당-더불어시민당 합동 선거대책위원회'를 갖고 있다."
[사진]이해찬 더불어민주당 상임선거대책위원장 모두발언,이해찬 더불어민주당 상임선대위원장(가운데)이 13일 오전 더불어민주당 서울 용산구 강태웅 후보자 선거사무소에서 열린 '더불어민주당-더불어시민당 합동 선거대책위원회'에서 발언을 하고 있다.
발언하는 이해찬 더불어민주당대표,이해찬 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 모두발언을 하고 있다. 2020.04.13....
모두발언하는 이해찬 더불어민주당 대표,이해찬(오른쪽 다섯번째) 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 모두발언을 하고...
모두발언하는 이해찬 더불어민주당 대표,이해찬(왼쪽 네번째) 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 모두발언을 하고 있다....
모두발언하는 이해찬 더불어민주당 대표,이해찬 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 모두발언을 하고 있다. 2020.04.13....
더불어민주당-더불어시민당 합동선거대책 위원회,이해찬 더불어민주당 상임선대위원장이 13일 오전 서울 용산구 강태웅 후보자 선거사무소에서 열린 '더불어민주당-더불어시민당 합동선거대책 위원회' 회의에 참석해 모두발언을 하고 있다. 2020.4.13/뉴스1
기침하는 이해찬 더불어민주당 대표,이해찬 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 기침을 하고 있다. 2020.04.13. misocamera...
서울공동 정책·공약 발표문 들고 기념촬영하는 더불어민주당-시민당,안규백(왼쪽 세번째) 더불어민주당 서울 상임선거대책위원장과 우희종 더불어시민당 상임선거대책위원장이 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당...
기념촬영하는 더불어민주당-더불어시민당,안규백(왼쪽 두번째) 더불어민주당 서울 상임선거대책위원장과 우희종 더불어시민당 상임선거대책위원장이 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당...
발언하는 이해찬 더불어민주당 대표,이해찬 더불어민주당 대표가 13일 오전 서울 용산구 더불어민주당 강태웅 후보의 선거사무소에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회 연석회의에서 모두발언을 하고 있다. 2020.04.13....
더불어민주당-더불어시민당 합동 선대위 연석회의,
더불어민주당-더불어시민당 합동선거대책 위원회,이해찬 더불어민주당 상임선대위원장이 13일 오전 서울 용산구 강태웅 후보자 선거사무소에서 열린 '더불어민주당-더불어시민당 합동선거대책 위원회' 회의에 참석해 모두발언을 하고 있다. 2020.4.13/뉴스1
더불어민주당 '더불어시민당과 함께',이해찬 더불어민주당 상임선대위원장이 13일 오전 서울 용산구 강태웅 후보자 선거사무소에서 열린 '더불어민주당-더불어시민당 합동선거대책 위원회' 회의에 참석해 모두발언을 하고 있다. 2020.4.13/뉴스1
"이해찬, 더불어민주당-더불어시민당 합동 선대위 연석회의 모두발언",
모두발언하는 이해찬 더불어민주당 상임선거대책위원장,
발언하는 강태웅 더불어민주당 후보,
발언하는 박주민 더불어민주당 공동선거대책위원장,
"더불어민주당-시민당, 서울 공동 정책-공약 발표",
